"ADVERTISER","TARGETED COUNTRIES","LINK ID","NAME","DESCRIPTION","KEYWORDS","LINK TYPE","THREE MONTH EPC","SEVEN DAY EPC","LAST UDPATED","HTML LINKS","JAVASCRIPT LINKS","CLICK URL","PROMOTION TYPE","COUPON CODE","PROMOTIONAL DATE","PROMOTIONAL END DATE","CATEGORY","ADV_CID","RELATIONSHIP STATUS","LANGUAGE","MOBILE OPTIMIZED"
"Hotels.com APAC","","14308776","SG Resort Evergreen","SG Resort Evergreen","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.kqzyfj.com/click-101606300-14308776"" target=""_top"">SG Resort Evergreen</a><img src=""https://www.awltovhc.com/image-101606300-14308776"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-57389900?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101606300-14308776","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14308752","JP POS - Korea Destination","JP POS - Korea Destination","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.dpbolvw.net/click-101606300-14308752"" target=""_top"">JP POS - Korea Destination</a><img src=""https://www.awltovhc.com/image-101606300-14308752"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-57389901?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101606300-14308752","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311131","JP Shopping Holidays","JP Shopping Holidays","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.anrdoezrs.net/click-101606300-14311131"" target=""_top"">JP Shopping Holidays</a><img src=""https://www.awltovhc.com/image-101606300-14311131"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-57389902?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101606300-14311131","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14308776","SG Resort Evergreen","SG Resort Evergreen","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.tkqlhce.com/click-101606300-14308776"" target=""_top"">SG Resort Evergreen</a><img src=""https://www.awltovhc.com/image-101606300-14308776"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57389900?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101606300-14308776","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14302697","Taiwan Travel Deals","Taiwan Travel Deals","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.anrdoezrs.net/click-101606300-14302697"" target=""_top"">Taiwan Travel Deals</a><img src=""https://www.lduhtrp.net/image-101606300-14302697"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57389903?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101606300-14302697","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14308752","JP POS - Korea Destination","JP POS - Korea Destination","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.tkqlhce.com/click-101606300-14308752"" target=""_top"">JP POS - Korea Destination</a><img src=""https://www.awltovhc.com/image-101606300-14308752"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-57389901?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101606300-14308752","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311231","HK- Europe Evergreen Store","HK- Europe Evergreen Store","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.kqzyfj.com/click-101606300-14311231"" target=""_top"">HK- Europe Evergreen Store</a><img src=""https://www.ftjcfx.com/image-101606300-14311231"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-57389904?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101606300-14311231","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311240","SG- South East Asia Evergreen Store","SG- South East Asia Evergreen Store","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.jdoqocy.com/click-101606300-14311240"" target=""_top"">SG- South East Asia Evergreen Store</a><img src=""https://www.lduhtrp.net/image-101606300-14311240"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-57389905?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101606300-14311240","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","13308490","Last Minute Deals","Last Minute Deals","","Banner","$0.00 USD","N/A","29-Aug-2024","<a href=""https://www.dpbolvw.net/click-101606300-13308490"" target=""_top""> <img src=""https://www.ftjcfx.com/image-101606300-13308490"" width=""320"" height=""169"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57389906?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101606300-13308490","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311236","HK- South East Asia Evergreen Store","HK- South East Asia Evergreen Store","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.jdoqocy.com/click-101606300-14311236"" target=""_top"">HK- South East Asia Evergreen Store</a><img src=""https://www.awltovhc.com/image-101606300-14311236"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-57389907?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101606300-14311236","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","15889332","Cars Test - Korea","Find Cheap Rental Car Deals","","Text Link","N/A","N/A","23-Aug-2024","<a href=""https://www.anrdoezrs.net/click-101606300-15889332"" target=""_top"">Find Cheap Rental Car Deals</a><img src=""https://www.lduhtrp.net/image-101606300-15889332"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57389908?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101606300-15889332","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311234","SG- Europe Evergreen Store","SG- Europe Evergreen Store","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.jdoqocy.com/click-101606300-14311234"" target=""_top"">SG- Europe Evergreen Store</a><img src=""https://www.awltovhc.com/image-101606300-14311234"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-57389909?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101606300-14311234","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","13461326","AS Autumn leaves sale:","AS Autumn leaves sale:","AS Autumn Seasonal Sale","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.jdoqocy.com/click-101606300-13461326"" target=""_top"">AS Autumn leaves sale:</a><img src=""https://www.awltovhc.com/image-101606300-13461326"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-57389910?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101606300-13461326","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","15918328","Find Cheap Rental Car Deals","Find Cheap Rental Car Deals","","Text Link","N/A","N/A","3-Oct-2024","<a href=""https://www.tkqlhce.com/click-101606300-15918328"" target=""_top"">Find Cheap Rental Car Deals</a><img src=""https://www.lduhtrp.net/image-101606300-15918328"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-57389911?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101606300-15918328","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","13334783","S2S OIM Transaction","S2S OIM Transaction","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.dpbolvw.net/click-101606300-13334783"" target=""_top"">S2S OIM Transaction</a><img src=""https://www.lduhtrp.net/image-101606300-13334783"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-57389912?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101606300-13334783","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","13461297","SG Autumn leaves sale","SG Autumn leaves sale","SG Autumn Seasonal Sale","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.kqzyfj.com/click-101606300-13461297"" target=""_top"">SG Autumn leaves sale</a><img src=""https://www.tqlkg.com/image-101606300-13461297"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-57389913?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101606300-13461297","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","13461304","HK Autumn leaves sale","HK Autumn leaves sale","HK Autumn Seasonal Sale","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.tkqlhce.com/click-101606300-13461304"" target=""_top"">HK Autumn leaves sale</a><img src=""https://www.ftjcfx.com/image-101606300-13461304"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-57389914?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101606300-13461304","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311219","TW- Japan Travel","TW- Japan Travel","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.jdoqocy.com/click-101606300-14311219"" target=""_top"">TW- Japan Travel</a><img src=""https://www.lduhtrp.net/image-101606300-14311219"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-57389915?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101606300-14311219","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14308772","TW - Honeymoon Specials","TW - Honeymoon Specials","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.tkqlhce.com/click-101606300-14308772"" target=""_top"">TW - Honeymoon Specials</a><img src=""https://www.awltovhc.com/image-101606300-14308772"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-57389916?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101606300-14308772","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14308775","KR Resort Evergreen","KR Resort Evergreen","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.dpbolvw.net/click-101606300-14308775"" target=""_top"">KR Resort Evergreen</a><img src=""https://www.awltovhc.com/image-101606300-14308775"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-57389917?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101606300-14308775","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14308764","SG Staycation","SG Staycation","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.kqzyfj.com/click-101606300-14308764"" target=""_top"">SG Staycation</a><img src=""https://www.tqlkg.com/image-101606300-14308764"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-57389918?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101606300-14308764","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14302701","Hotels.com JP: Enjoy your vacation while avoiding crowds","Hotels.com JP: Enjoy your vacation while avoiding crowds","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.anrdoezrs.net/click-101606300-14302701"" target=""_top"">Hotels.com JP: Enjoy your vacation while avoiding crowds</a><img src=""https://www.awltovhc.com/image-101606300-14302701"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-57389919?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101606300-14302701","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311196","HK - Japan Budget Hotels","HK - Japan Budget Hotels","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.jdoqocy.com/click-101606300-14311196"" target=""_top"">HK - Japan Budget Hotels</a><img src=""https://www.tqlkg.com/image-101606300-14311196"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57389920?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101606300-14311196","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","11327743","Hotels.com APAC - Deep link","Hotels.com APAC - Deep link","Hotels.com Deep link","Text Link","$0.18 USD","$8.13 USD","27-Aug-2024","<a href=""https://www.dpbolvw.net/click-101606300-11327743"" target=""_top"">Hotels.com APAC - Deep link</a><img src=""https://www.ftjcfx.com/image-101606300-11327743"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-57389921?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101606300-11327743","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311129","HK Shopping Holidays","HK Shopping Holidays","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.jdoqocy.com/click-101606300-14311129"" target=""_top"">HK Shopping Holidays</a><img src=""https://www.ftjcfx.com/image-101606300-14311129"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-57389922?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101606300-14311129","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","15863605","Find Cheap Rental Car Deals","Find Cheap Rental Car Deals","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.kqzyfj.com/click-101606300-15863605"" target=""_top"">Find Cheap Rental Car Deals</a><img src=""https://www.lduhtrp.net/image-101606300-15863605"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57389923?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101606300-15863605","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311222","KR- Thailand Evergreen Store","KR- Thailand Evergreen Store","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.jdoqocy.com/click-101606300-14311222"" target=""_top"">KR- Thailand Evergreen Store</a><img src=""https://www.awltovhc.com/image-101606300-14311222"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57389924?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101606300-14311222","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","13461301","TW Autumn leaves sale","TW Autumn leaves sale","TW Autumn Seasonal Sale","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.jdoqocy.com/click-101606300-13461301"" target=""_top"">TW Autumn leaves sale</a><img src=""https://www.ftjcfx.com/image-101606300-13461301"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-57389925?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101606300-13461301","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14302699","Hong Kong Staycation Deals","Hong Kong Staycation Deals","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.kqzyfj.com/click-101606300-14302699"" target=""_top"">Hong Kong Staycation Deals</a><img src=""https://www.ftjcfx.com/image-101606300-14302699"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-57389926?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101606300-14302699","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311199","KR- Japan Budget Hotels","KR- Japan Budget Hotels","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.tkqlhce.com/click-101606300-14311199"" target=""_top"">KR- Japan Budget Hotels</a><img src=""https://www.tqlkg.com/image-101606300-14311199"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57389927?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101606300-14311199","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14308777","TW Resort Evergreen","TW Resort Evergreen","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.dpbolvw.net/click-101606300-14308777"" target=""_top"">TW Resort Evergreen</a><img src=""https://www.lduhtrp.net/image-101606300-14308777"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-57389928?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101606300-14308777","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14414627","Button Test","Test","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.tkqlhce.com/click-101606300-14414627"" target=""_top"">Test</a><img src=""https://www.tqlkg.com/image-101606300-14414627"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-57389929?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101606300-14414627","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","15889333","Cars Test - Japan","Find Cheap Rental Car Deals","","Text Link","N/A","N/A","23-Aug-2024","<a href=""https://www.kqzyfj.com/click-101606300-15889333"" target=""_top"">Find Cheap Rental Car Deals</a><img src=""https://www.ftjcfx.com/image-101606300-15889333"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-57389930?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101606300-15889333","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311218","SG- Japan Travel","SG- Japan Travel","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.anrdoezrs.net/click-101606300-14311218"" target=""_top"">SG- Japan Travel</a><img src=""https://www.tqlkg.com/image-101606300-14311218"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-57389931?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101606300-14311218","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","13782725","EDM Placement Link","EDM Placement Link","","Text Link","$0.00 USD","N/A","29-Aug-2024","<a href=""https://www.anrdoezrs.net/click-101606300-13782725"" target=""_top"">EDM Placement Link</a><img src=""https://www.tqlkg.com/image-101606300-13782725"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57389932?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101606300-13782725","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","10685344","Great discounts on hotels around the world at Hotels.com.","Great discounts on hotels around the world at Hotels.com.","Hotel discount hotels.com worldwide, AU, homepage","Text Link","N/A","N/A","27-Aug-2024","<a href=""https://www.dpbolvw.net/click-101606300-10685344"" target=""_top"">Great discounts on hotels around the world at Hotels.com.</a><img src=""https://www.ftjcfx.com/image-101606300-10685344"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-57389933?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101606300-10685344","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","13416447","KR Book now with Hotels.com KR and save big on Domestic Bed & Breakfast","KR Book now with Hotels.com KR and save big on Domestic Bed & Breakfast","KR, Deal, of, the, Day","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.tkqlhce.com/click-101606300-13416447"" target=""_top"">KR Book now with Hotels.com KR and save big on Domestic Bed & Breakfast</a><img src=""https://www.lduhtrp.net/image-101606300-13416447"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-57389934?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101606300-13416447","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14308770","KR - Honeymoon Specials","KR - Honeymoon Specials","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.dpbolvw.net/click-101606300-14308770"" target=""_top"">KR - Honeymoon Specials</a><img src=""https://www.tqlkg.com/image-101606300-14308770"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57389935?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101606300-14308770","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311228","KR- America Evergreen Store","KR- America Evergreen Store","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.jdoqocy.com/click-101606300-14311228"" target=""_top"">KR- America Evergreen Store</a><img src=""https://www.awltovhc.com/image-101606300-14311228"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57389936?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101606300-14311228","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14302702","Top Power Spots in Japan","Top Power Spots in Japan","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.anrdoezrs.net/click-101606300-14302702"" target=""_top"">Top Power Spots in Japan</a><img src=""https://www.lduhtrp.net/image-101606300-14302702"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-57389937?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101606300-14302702","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","10911925","TEST - HK - Hotels.com Homepage","TEST - HK - Hotels.com Homepage","HK - hotels.com","Text Link","N/A","N/A","27-Aug-2024","<a href=""https://www.tkqlhce.com/click-101606300-10911925"" target=""_top"">TEST - HK - Hotels.com Homepage</a><img src=""https://www.tqlkg.com/image-101606300-10911925"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-57389938?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101606300-10911925","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","15889347","Cars Test - Taiwan","Find Cheap Rental Car Deals","","Text Link","N/A","N/A","23-Aug-2024","<a href=""https://www.dpbolvw.net/click-101606300-15889347"" target=""_top"">Find Cheap Rental Car Deals</a><img src=""https://www.ftjcfx.com/image-101606300-15889347"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-57389939?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101606300-15889347","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14308774","JP Resort Evergreen","JP Resort Evergreen","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.tkqlhce.com/click-101606300-14308774"" target=""_top"">JP Resort Evergreen</a><img src=""https://www.lduhtrp.net/image-101606300-14308774"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-57389940?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101606300-14308774","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","15888888","TextLinkButtonAutomateTest - don't use","TH_Hotels.com Homepage","","Text Link","N/A","N/A","23-Aug-2024","<a href=""https://www.kqzyfj.com/click-101606300-15888888"" target=""_top"">TH_Hotels.com Homepage</a><img src=""https://www.awltovhc.com/image-101606300-15888888"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57389941?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101606300-15888888","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311238","JP- South East Asia Evergreen Store","JP- South East Asia Evergreen Store","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.anrdoezrs.net/click-101606300-14311238"" target=""_top"">JP- South East Asia Evergreen Store</a><img src=""https://www.ftjcfx.com/image-101606300-14311238"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-57389942?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101606300-14311238","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","13461323","KR Autumn leaves sale:","KR Autumn leaves sale:","KR, Jan/Feb, Seasonal, Sale","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.kqzyfj.com/click-101606300-13461323"" target=""_top"">KR Autumn leaves sale:</a><img src=""https://www.awltovhc.com/image-101606300-13461323"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-57389943?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101606300-13461323","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311223","SG- Thailand Evergreen Store","SG- Thailand Evergreen Store","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.jdoqocy.com/click-101606300-14311223"" target=""_top"">SG- Thailand Evergreen Store</a><img src=""https://www.tqlkg.com/image-101606300-14311223"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-57389944?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101606300-14311223","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","15889335","Cars Test - Hong Kong","Find Cheap Rental Car Deals","","Text Link","N/A","N/A","23-Aug-2024","<a href=""https://www.anrdoezrs.net/click-101606300-15889335"" target=""_top"">Find Cheap Rental Car Deals</a><img src=""https://www.lduhtrp.net/image-101606300-15889335"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-57389945?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101606300-15889335","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14308754","HK POS - Korea Destination","HK POS - Korea Destination","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.kqzyfj.com/click-101606300-14308754"" target=""_top"">HK POS - Korea Destination</a><img src=""https://www.ftjcfx.com/image-101606300-14308754"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-57389946?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101606300-14308754","N/A","","","","Hotel","2612819","Active","English","No"
